Date,Measure,Value,Category
2019-11-01, Volume , 97 ,Clothing
2019-12-01, Volume , 99 ,Clothing
2020-01-01, Volume , 101 ,Clothing
2020-02-01, Volume , 101 ,Clothing
2020-03-01, Volume , 66 ,Clothing
2020-04-01, Volume , 32 ,Clothing
2020-05-01, Volume , 39 ,Clothing
2020-06-01, Volume , 66 ,Clothing
2020-07-01, Volume , 77 ,Clothing
2020-08-01, Volume , 86 ,Clothing
2020-09-01, Volume , 86 ,Clothing
2020-10-01, Volume , 86 ,Clothing
2020-11-01, Volume , 68 ,Clothing
2020-12-01, Volume , 83 ,Clothing
2021-01-01, Volume , 53 ,Clothing
2021-02-01, Volume , 51 ,Clothing
2021-03-01, Volume , 59 ,Clothing
2021-04-01, Volume , 99 ,Clothing
2021-05-01, Volume , 93 ,Clothing
2021-06-01, Volume , 91 ,Clothing
2021-07-01, Volume , 88 ,Clothing
2021-08-01, Volume , 94 ,Clothing
2021-09-01, Volume , 95 ,Clothing
2021-10-01, Volume , 100 ,Clothing
2021-11-01, Volume , 101 ,Clothing
2021-12-01, Volume , 90 ,Clothing
2022-01-01, Volume , 89 ,Clothing
2022-02-01, Volume , 99 ,Clothing
2022-03-01, Volume , 99 ,Clothing
2022-04-01, Volume , 99 ,Clothing
2022-05-01, Volume , 101 ,Clothing
2015-01-01, Proportion , 4 ,Supermarkets
2015-02-01, Proportion , 4 ,Supermarkets
2015-03-01, Proportion , 4 ,Supermarkets
2015-04-01, Proportion , 4 ,Supermarkets
2015-05-01, Proportion , 4 ,Supermarkets
2015-06-01, Proportion , 4 ,Supermarkets
2015-07-01, Proportion , 4 ,Supermarkets
2015-08-01, Proportion , 5 ,Supermarkets
2015-09-01, Proportion , 4 ,Supermarkets
2015-10-01, Proportion , 4 ,Supermarkets
2015-11-01, Proportion , 4 ,Supermarkets
2015-12-01, Proportion , 5 ,Supermarkets
2016-01-01, Proportion , 5 ,Supermarkets
2016-02-01, Proportion , 5 ,Supermarkets
2016-03-01, Proportion , 5 ,Supermarkets
2016-04-01, Proportion , 5 ,Supermarkets
2016-05-01, Proportion , 5 ,Supermarkets
2016-06-01, Proportion , 5 ,Supermarkets
2016-07-01, Proportion , 5 ,Supermarkets
2016-08-01, Proportion , 5 ,Supermarkets
2016-09-01, Proportion , 5 ,Supermarkets
2016-10-01, Proportion , 5 ,Supermarkets
2016-11-01, Proportion , 6 ,Supermarkets
2016-12-01, Proportion , 6 ,Supermarkets
2017-01-01, Proportion , 5 ,Supermarkets
2017-02-01, Proportion , 5 ,Supermarkets
2017-03-01, Proportion , 5 ,Supermarkets
2017-04-01, Proportion , 5 ,Supermarkets
2017-05-01, Proportion , 5 ,Supermarkets
2017-06-01, Proportion , 5 ,Supermarkets
2017-07-01, Proportion , 6 ,Supermarkets
2017-08-01, Proportion , 6 ,Supermarkets
2017-09-01, Proportion , 6 ,Supermarkets
2017-10-01, Proportion , 6 ,Supermarkets
2017-11-01, Proportion , 6 ,Supermarkets
2017-12-01, Proportion , 6 ,Supermarkets
2018-01-01, Proportion , 6 ,Supermarkets
2018-02-01, Proportion , 6 ,Supermarkets
2018-03-01, Proportion , 6 ,Supermarkets
2018-04-01, Proportion , 6 ,Supermarkets
2018-05-01, Proportion , 6 ,Supermarkets
2018-06-01, Proportion , 6 ,Supermarkets
2018-07-01, Proportion , 6 ,Supermarkets
2018-08-01, Proportion , 6 ,Supermarkets
2018-09-01, Proportion , 6 ,Supermarkets
2018-10-01, Proportion , 6 ,Supermarkets
2018-11-01, Proportion , 6 ,Supermarkets
2018-12-01, Proportion , 6 ,Supermarkets
2019-01-01, Proportion , 5 ,Supermarkets
2019-02-01, Proportion , 6 ,Supermarkets
2019-03-01, Proportion , 5 ,Supermarkets
2019-04-01, Proportion , 6 ,Supermarkets
2019-05-01, Proportion , 6 ,Supermarkets
2019-06-01, Proportion , 5 ,Supermarkets
2019-07-01, Proportion , 6 ,Supermarkets
2019-08-01, Proportion , 6 ,Supermarkets
2019-09-01, Proportion , 6 ,Supermarkets
2019-10-01, Proportion , 6 ,Supermarkets
2019-11-01, Proportion , 6 ,Supermarkets
2019-12-01, Proportion , 5 ,Supermarkets
2020-01-01, Proportion , 5 ,Supermarkets
2020-02-01, Proportion , 5 ,Supermarkets
2020-03-01, Proportion , 6 ,Supermarkets
2020-04-01, Proportion , 9 ,Supermarkets
2020-05-01, Proportion , 11 ,Supermarkets
2020-06-01, Proportion , 11 ,Supermarkets
2020-07-01, Proportion , 11 ,Supermarkets
2020-08-01, Proportion , 11 ,Supermarkets
2020-09-01, Proportion , 11 ,Supermarkets
2020-10-01, Proportion , 11 ,Supermarkets
2020-11-01, Proportion , 11 ,Supermarkets
2020-12-01, Proportion , 12 ,Supermarkets
2021-01-01, Proportion , 12 ,Supermarkets
2021-02-01, Proportion , 12 ,Supermarkets
2021-03-01, Proportion , 11 ,Supermarkets
2021-04-01, Proportion , 11 ,Supermarkets
2021-05-01, Proportion , 11 ,Supermarkets
2021-06-01, Proportion , 10 ,Supermarkets
2021-07-01, Proportion , 10 ,Supermarkets
2021-08-01, Proportion , 10 ,Supermarkets
2021-09-01, Proportion , 10 ,Supermarkets
2021-10-01, Proportion , 10 ,Supermarkets
2021-11-01, Proportion , 10 ,Supermarkets
2021-12-01, Proportion , 11 ,Supermarkets
2022-01-01, Proportion , 9 ,Supermarkets
2022-02-01, Proportion , 9 ,Supermarkets
2022-03-01, Proportion , 9 ,Supermarkets
2022-04-01, Proportion , 9 ,Supermarkets
2022-05-01, Proportion , 9 ,Supermarkets
2015-01-01, Volume , 93 ,Supermarkets
2015-02-01, Volume , 94 ,Supermarkets
2015-03-01, Volume , 94 ,Supermarkets
2015-04-01, Volume , 94 ,Supermarkets
2015-05-01, Volume , 94 ,Supermarkets
2015-06-01, Volume , 95 ,Supermarkets
2015-07-01, Volume , 94 ,Supermarkets
2015-08-01, Volume , 93 ,Supermarkets
2015-09-01, Volume , 96 ,Supermarkets
2015-10-01, Volume , 95 ,Supermarkets
2015-11-01, Volume , 95 ,Supermarkets
2015-12-01, Volume , 96 ,Supermarkets
2016-01-01, Volume , 97 ,Supermarkets
2016-02-01, Volume , 97 ,Supermarkets
2016-03-01, Volume , 97 ,Supermarkets
2016-04-01, Volume , 96 ,Supermarkets
2016-05-01, Volume , 98 ,Supermarkets
2016-06-01, Volume , 97 ,Supermarkets
2016-07-01, Volume , 97 ,Supermarkets
2016-08-01, Volume , 98 ,Supermarkets
2016-09-01, Volume , 98 ,Supermarkets
2016-10-01, Volume , 99 ,Supermarkets
2016-11-01, Volume , 98 ,Supermarkets
2016-12-01, Volume , 97 ,Supermarkets
2017-01-01, Volume , 98 ,Supermarkets
2017-02-01, Volume , 98 ,Supermarkets
2017-03-01, Volume , 99 ,Supermarkets
2017-04-01, Volume , 99 ,Supermarkets
2017-05-01, Volume , 98 ,Supermarkets
2017-06-01, Volume , 98 ,Supermarkets
2017-07-01, Volume , 98 ,Supermarkets
2017-08-01, Volume , 98 ,Supermarkets
2017-09-01, Volume , 98 ,Supermarkets
2017-10-01, Volume , 99 ,Supermarkets
2017-11-01, Volume , 99 ,Supermarkets
2017-12-01, Volume , 99 ,Supermarkets
2018-01-01, Volume , 98 ,Supermarkets
2018-02-01, Volume , 99 ,Supermarkets
2018-03-01, Volume , 97 ,Supermarkets
2018-04-01, Volume , 98 ,Supermarkets
2018-05-01, Volume , 100 ,Supermarkets
2018-06-01, Volume , 101 ,Supermarkets
2018-07-01, Volume , 100 ,Supermarkets
2018-08-01, Volume , 100 ,Supermarkets
2018-09-01, Volume , 99 ,Supermarkets
2018-10-01, Volume , 99 ,Supermarkets
2018-11-01, Volume , 100 ,Supermarkets
2018-12-01, Volume , 101 ,Supermarkets
2019-01-01, Volume , 101 ,Supermarkets
2019-02-01, Volume , 100 ,Supermarkets
2019-03-01, Volume , 100 ,Supermarkets
2019-04-01, Volume , 100 ,Supermarkets
2019-05-01, Volume , 100 ,Supermarkets
2019-06-01, Volume , 100 ,Supermarkets
2019-07-01, Volume , 100 ,Supermarkets
2019-08-01, Volume , 100 ,Supermarkets
2019-09-01, Volume , 100 ,Supermarkets
2019-10-01, Volume , 100 ,Supermarkets
2019-11-01, Volume , 100 ,Supermarkets
2019-12-01, Volume , 98 ,Supermarkets
2020-01-01, Volume , 101 ,Supermarkets
2020-02-01, Volume , 100 ,Supermarkets
2020-03-01, Volume , 110 ,Supermarkets
2020-04-01, Volume , 108 ,Supermarkets
2020-05-01, Volume , 109 ,Supermarkets
2020-06-01, Volume , 109 ,Supermarkets
2020-07-01, Volume , 104 ,Supermarkets
2020-08-01, Volume , 105 ,Supermarkets
2020-09-01, Volume , 105 ,Supermarkets
2020-10-01, Volume , 104 ,Supermarkets
2020-11-01, Volume , 107 ,Supermarkets
2020-12-01, Volume , 103 ,Supermarkets
2021-01-01, Volume , 107 ,Supermarkets
2021-02-01, Volume , 108 ,Supermarkets
2021-03-01, Volume , 110 ,Supermarkets
2021-04-01, Volume , 108 ,Supermarkets
2021-05-01, Volume , 103 ,Supermarkets
2021-06-01, Volume , 107 ,Supermarkets
2021-07-01, Volume , 104 ,Supermarkets
2021-08-01, Volume , 103 ,Supermarkets
2021-09-01, Volume , 102 ,Supermarkets
2021-10-01, Volume , 102 ,Supermarkets
2021-11-01, Volume , 102 ,Supermarkets
2021-12-01, Volume , 102 ,Supermarkets
2022-01-01, Volume , 99 ,Supermarkets
2022-02-01, Volume , 99 ,Supermarkets
2022-03-01, Volume , 99 ,Supermarkets
2022-04-01, Volume , 99 ,Supermarkets
2022-05-01, Volume , 97 ,Supermarkets
2015-01-01, Proportion , 2 ,Specialist food stores
2015-02-01, Proportion , 1 ,Specialist food stores
2015-03-01, Proportion , 1 ,Specialist food stores
2015-04-01, Proportion , 1 ,Specialist food stores
2015-05-01, Proportion , 1 ,Specialist food stores
2015-06-01, Proportion , 2 ,Specialist food stores
2015-07-01, Proportion , 2 ,Specialist food stores
2015-08-01, Proportion , 2 ,Specialist food stores
2015-09-01, Proportion , 2 ,Specialist food stores
2015-10-01, Proportion , 1 ,Specialist food stores
2015-11-01, Proportion , 1 ,Specialist food stores
2015-12-01, Proportion , 1 ,Specialist food stores
2016-01-01, Proportion , 1 ,Specialist food stores
2016-02-01, Proportion , 1 ,Specialist food stores
2016-03-01, Proportion , 1 ,Specialist food stores
2016-04-01, Proportion , 1 ,Specialist food stores
2016-05-01, Proportion , 1 ,Specialist food stores
2016-06-01, Proportion , 1 ,Specialist food stores
2016-07-01, Proportion , 1 ,Specialist food stores
2016-08-01, Proportion , 1 ,Specialist food stores
2016-09-01, Proportion , 1 ,Specialist food stores
2016-10-01, Proportion , 1 ,Specialist food stores
2016-11-01, Proportion , 1 ,Specialist food stores
2016-12-01, Proportion , 1 ,Specialist food stores
2017-01-01, Proportion , 1 ,Specialist food stores
2017-02-01, Proportion , 1 ,Specialist food stores
2017-03-01, Proportion , 2 ,Specialist food stores
2017-04-01, Proportion , 1 ,Specialist food stores
2017-05-01, Proportion , 1 ,Specialist food stores
2017-06-01, Proportion , 1 ,Specialist food stores
2017-07-01, Proportion , 1 ,Specialist food stores
2017-08-01, Proportion , 2 ,Specialist food stores
2017-09-01, Proportion , 2 ,Specialist food stores
2017-10-01, Proportion , 2 ,Specialist food stores
2017-11-01, Proportion , 2 ,Specialist food stores
2017-12-01, Proportion , 2 ,Specialist food stores
2018-01-01, Proportion , 2 ,Specialist food stores
2018-02-01, Proportion , 2 ,Specialist food stores
2018-03-01, Proportion , 2 ,Specialist food stores
2018-04-01, Proportion , 2 ,Specialist food stores
2018-05-01, Proportion , 2 ,Specialist food stores
2018-06-01, Proportion , 2 ,Specialist food stores
2018-07-01, Proportion , 2 ,Specialist food stores
2018-08-01, Proportion , 2 ,Specialist food stores
2018-09-01, Proportion , 2 ,Specialist food stores
2018-10-01, Proportion , 3 ,Specialist food stores
2018-11-01, Proportion , 2 ,Specialist food stores
2018-12-01, Proportion , 2 ,Specialist food stores
2019-01-01, Proportion , 2 ,Specialist food stores
2019-02-01, Proportion , 2 ,Specialist food stores
2019-03-01, Proportion , 1 ,Specialist food stores
2019-04-01, Proportion , 1 ,Specialist food stores
2019-05-01, Proportion , 2 ,Specialist food stores
2019-06-01, Proportion , 2 ,Specialist food stores
2019-07-01, Proportion , 3 ,Specialist food stores
2019-08-01, Proportion , 3 ,Specialist food stores
2019-09-01, Proportion , 3 ,Specialist food stores
2019-10-01, Proportion , 3 ,Specialist food stores
2019-11-01, Proportion , 3 ,Specialist food stores
2019-12-01, Proportion , 2 ,Specialist food stores
2020-01-01, Proportion , 3 ,Specialist food stores
2020-02-01, Proportion , 2 ,Specialist food stores
2020-03-01, Proportion , 3 ,Specialist food stores
2020-04-01, Proportion , 14 ,Specialist food stores
2020-05-01, Proportion , 14 ,Specialist food stores
2020-06-01, Proportion , 9 ,Specialist food stores
2020-07-01, Proportion , 5 ,Specialist food stores
2020-08-01, Proportion , 5 ,Specialist food stores
2020-09-01, Proportion , 5 ,Specialist food stores
2020-10-01, Proportion , 5 ,Specialist food stores
2020-11-01, Proportion , 6 ,Specialist food stores
2020-12-01, Proportion , 7 ,Specialist food stores
2021-01-01, Proportion , 10 ,Specialist food stores
2021-02-01, Proportion , 11 ,Specialist food stores
2021-03-01, Proportion , 9 ,Specialist food stores
2021-04-01, Proportion , 8 ,Specialist food stores
2021-05-01, Proportion , 9 ,Specialist food stores
2021-06-01, Proportion , 8 ,Specialist food stores
2021-07-01, Proportion , 8 ,Specialist food stores
2021-08-01, Proportion , 8 ,Specialist food stores
2021-09-01, Proportion , 8 ,Specialist food stores
2021-10-01, Proportion , 8 ,Specialist food stores
2021-11-01, Proportion , 7 ,Specialist food stores
2021-12-01, Proportion , 6 ,Specialist food stores
2022-01-01, Proportion , 6 ,Specialist food stores
2022-02-01, Proportion , 7 ,Specialist food stores
2022-03-01, Proportion , 6 ,Specialist food stores
2022-04-01, Proportion , 6 ,Specialist food stores
2022-05-01, Proportion , 6 ,Specialist food stores
2015-01-01, Volume , 87 ,Specialist food stores
2015-02-01, Volume , 88 ,Specialist food stores
2015-03-01, Volume , 88 ,Specialist food stores
2015-04-01, Volume , 90 ,Specialist food stores
2015-05-01, Volume , 91 ,Specialist food stores
2015-06-01, Volume , 91 ,Specialist food stores
2015-07-01, Volume , 90 ,Specialist food stores
2015-08-01, Volume , 87 ,Specialist food stores
2015-09-01, Volume , 89 ,Specialist food stores
2015-10-01, Volume , 88 ,Specialist food stores
2015-11-01, Volume , 96 ,Specialist food stores
2015-12-01, Volume , 96 ,Specialist food stores
2016-01-01, Volume , 91 ,Specialist food stores
2016-02-01, Volume , 95 ,Specialist food stores
2016-03-01, Volume , 97 ,Specialist food stores
2016-04-01, Volume , 92 ,Specialist food stores
2016-05-01, Volume , 91 ,Specialist food stores
2016-06-01, Volume , 94 ,Specialist food stores
2016-07-01, Volume , 94 ,Specialist food stores
2016-08-01, Volume , 94 ,Specialist food stores
2016-09-01, Volume , 97 ,Specialist food stores
2016-10-01, Volume , 95 ,Specialist food stores
2016-11-01, Volume , 106 ,Specialist food stores
2016-12-01, Volume , 91 ,Specialist food stores
2017-01-01, Volume , 90 ,Specialist food stores
2017-02-01, Volume , 91 ,Specialist food stores
2017-03-01, Volume , 86 ,Specialist food stores
2017-04-01, Volume , 88 ,Specialist food stores
2017-05-01, Volume , 88 ,Specialist food stores
2017-06-01, Volume , 77 ,Specialist food stores
2017-07-01, Volume , 85 ,Specialist food stores
2017-08-01, Volume , 88 ,Specialist food stores
2017-09-01, Volume , 85 ,Specialist food stores
2017-10-01, Volume , 83 ,Specialist food stores
2017-11-01, Volume , 86 ,Specialist food stores
2017-12-01, Volume , 87 ,Specialist food stores
2018-01-01, Volume , 87 ,Specialist food stores
2018-02-01, Volume , 86 ,Specialist food stores
2018-03-01, Volume , 91 ,Specialist food stores
2018-04-01, Volume , 94 ,Specialist food stores
2018-05-01, Volume , 96 ,Specialist food stores
2018-06-01, Volume , 90 ,Specialist food stores
2018-07-01, Volume , 103 ,Specialist food stores
2018-08-01, Volume , 99 ,Specialist food stores
2018-09-01, Volume , 96 ,Specialist food stores
2018-10-01, Volume , 96 ,Specialist food stores
2018-11-01, Volume , 96 ,Specialist food stores
2018-12-01, Volume , 93 ,Specialist food stores
2019-01-01, Volume , 96 ,Specialist food stores
2019-02-01, Volume , 95 ,Specialist food stores
2019-03-01, Volume , 100 ,Specialist food stores
2019-04-01, Volume , 99 ,Specialist food stores
2019-05-01, Volume , 99 ,Specialist food stores
2019-06-01, Volume , 102 ,Specialist food stores
2019-07-01, Volume , 102 ,Specialist food stores
2019-08-01, Volume , 100 ,Specialist food stores
2019-09-01, Volume , 101 ,Specialist food stores
2019-10-01, Volume , 100 ,Specialist food stores
2019-11-01, Volume , 100 ,Specialist food stores
2019-12-01, Volume , 105 ,Specialist food stores
2020-01-01, Volume , 88 ,Specialist food stores
2020-02-01, Volume , 101 ,Specialist food stores
2020-03-01, Volume , 99 ,Specialist food stores
2020-04-01, Volume , 66 ,Specialist food stores
2020-05-01, Volume , 73 ,Specialist food stores
2020-06-01, Volume , 75 ,Specialist food stores
2020-07-01, Volume , 93 ,Specialist food stores
2020-08-01, Volume , 91 ,Specialist food stores
2020-09-01, Volume , 98 ,Specialist food stores
2020-10-01, Volume , 96 ,Specialist food stores
2020-11-01, Volume , 96 ,Specialist food stores
2020-12-01, Volume , 93 ,Specialist food stores
2021-01-01, Volume , 80 ,Specialist food stores
2021-02-01, Volume , 87 ,Specialist food stores
2021-03-01, Volume , 93 ,Specialist food stores
2021-04-01, Volume , 92 ,Specialist food stores
2021-05-01, Volume , 94 ,Specialist food stores
2021-06-01, Volume , 97 ,Specialist food stores
2021-07-01, Volume , 97 ,Specialist food stores
2021-08-01, Volume , 99 ,Specialist food stores
2021-09-01, Volume , 101 ,Specialist food stores
2021-10-01, Volume , 103 ,Specialist food stores
2021-11-01, Volume , 106 ,Specialist food stores
2021-12-01, Volume , 107 ,Specialist food stores
2022-01-01, Volume , 109 ,Specialist food stores
2022-02-01, Volume , 106 ,Specialist food stores
2022-03-01, Volume , 105 ,Specialist food stores
2022-04-01, Volume , 105 ,Specialist food stores
2022-05-01, Volume , 103 ,Specialist food stores
2015-01-01, Proportion , 3.4 ,Flowers plants seeds fertilisers and pet foods
2015-02-01, Proportion , 6.5 ,Flowers plants seeds fertilisers and pet foods
2015-03-01, Proportion , 2.3 ,Flowers plants seeds fertilisers and pet foods
2015-04-01, Proportion , 2.4 ,Flowers plants seeds fertilisers and pet foods
2015-05-01, Proportion , 2.5 ,Flowers plants seeds fertilisers and pet foods
2015-06-01, Proportion , 2.1 ,Flowers plants seeds fertilisers and pet foods
2015-07-01, Proportion , 2.0 ,Flowers plants seeds fertilisers and pet foods
2015-08-01, Proportion , 1.7 ,Flowers plants seeds fertilisers and pet foods
2015-09-01, Proportion , 1.9 ,Flowers plants seeds fertilisers and pet foods
2015-10-01, Proportion , 1.9 ,Flowers plants seeds fertilisers and pet foods
2015-11-01, Proportion , 2.7 ,Flowers plants seeds fertilisers and pet foods
2015-12-01, Proportion , 2.7 ,Flowers plants seeds fertilisers and pet foods
2016-01-01, Proportion , 2.3 ,Flowers plants seeds fertilisers and pet foods
2016-02-01, Proportion , 3.5 ,Flowers plants seeds fertilisers and pet foods
2016-03-01, Proportion , 4.0 ,Flowers plants seeds fertilisers and pet foods
2016-04-01, Proportion , 3.1 ,Flowers plants seeds fertilisers and pet foods
2016-05-01, Proportion , 1.7 ,Flowers plants seeds fertilisers and pet foods
2016-06-01, Proportion , 1.6 ,Flowers plants seeds fertilisers and pet foods
2016-07-01, Proportion , 1.4 ,Flowers plants seeds fertilisers and pet foods
2016-08-01, Proportion , 1.3 ,Flowers plants seeds fertilisers and pet foods
2016-09-01, Proportion , 1.7 ,Flowers plants seeds fertilisers and pet foods
2016-10-01, Proportion , 1.1 ,Flowers plants seeds fertilisers and pet foods
2016-11-01, Proportion , 1.0 ,Flowers plants seeds fertilisers and pet foods
2016-12-01, Proportion , 1.6 ,Flowers plants seeds fertilisers and pet foods
2017-01-01, Proportion , 1.8 ,Flowers plants seeds fertilisers and pet foods
2017-02-01, Proportion , 3.3 ,Flowers plants seeds fertilisers and pet foods
2017-03-01, Proportion , 4.4 ,Flowers plants seeds fertilisers and pet foods
2017-04-01, Proportion , 6.3 ,Flowers plants seeds fertilisers and pet foods
2017-05-01, Proportion , 4.7 ,Flowers plants seeds fertilisers and pet foods
2017-06-01, Proportion , 4.6 ,Flowers plants seeds fertilisers and pet foods
2017-07-01, Proportion , 3.6 ,Flowers plants seeds fertilisers and pet foods
2017-08-01, Proportion , 3.2 ,Flowers plants seeds fertilisers and pet foods
2017-09-01, Proportion , 1.8 ,Flowers plants seeds fertilisers and pet foods
2017-10-01, Proportion , 2.2 ,Flowers plants seeds fertilisers and pet foods
2017-11-01, Proportion , 4.8 ,Flowers plants seeds fertilisers and pet foods
2017-12-01, Proportion , 3.7 ,Flowers plants seeds fertilisers and pet foods
2018-01-01, Proportion , 3.5 ,Flowers plants seeds fertilisers and pet foods
2018-02-01, Proportion , 3.7 ,Flowers plants seeds fertilisers and pet foods
2018-03-01, Proportion , 4.9 ,Flowers plants seeds fertilisers and pet foods
2018-04-01, Proportion , 7.1 ,Flowers plants seeds fertilisers and pet foods
2018-05-01, Proportion , 5.2 ,Flowers plants seeds fertilisers and pet foods
